RPM,MAP,VE New Rear,VE New Front,,,,,,,,,,,,,,,,
3411,49.04,83,92.5,,,,,,,,,,,,,,,,
3414,45.35,79.5,93,,,,,,,,,,,,,,,,
3421,45.35,80.5,93,,,,,,,,,,,,,,,,
3419,44.62,81.5,91.5,,,,,,,,,,,,,,,,
3423,44.62,80.5,91,,,,,,,,,,,,,,,,
3423,44.99,80.5,90,,,,,,,,,,,,,,,,
3432,44.62,79,90,,,,,,,,,,,,,,,,
3426,47.57,79.5,89.5,,,,,,,,,,,,,,,,
3441,49.78,81.5,90,,,,,,,,,,,,,,,,
3439,51.63,81,92,,,,,,,,,,,,,,,,
3451,54.58,83,92,,,,,,,,,,,,,,,,
3454,57.16,82,91.5,,,,,,,,,,,,,,,,
3466,59.38,85,94,,,,,,,,,,,,,,,,
3470,60.48,90,92,,,,,,,,,,,,,,,,
3474,60.11,87.5,98,,,,,,,,,,,,,,,,
3494,60.48,92.5,99,,,,,,,,,,,,,,,,
3506,61.96,92.5,99.5,,,,,,,,,,,,,,,,
3512,61.59,91.5,99.5,,,,,,,,,,,,,,,,
3514,62.33,93.5,100,,,,,,,,,,,,,,,,
3531,62.33,93.5,101.5,,,,,,,,,,,,,,,,
3539,61.59,93.5,99.5,,,,,,,,,,,,,,,,
3541,61.22,93,102,,,,,,,,,,,,,,,,
3553,36.87,96.5,103,,,,,,,,,,,,,,,,
3367,18.05,92,96.5,,,,,,,,,,,,,,,,
3213,17.68,94.5,93,,,,,,,,,,,,,,,,
3028,17.68,79,78.5,,,,,,,,,,,,,,,,
2869,18.05,76.5,78,,,,,,,,,,,,,,,,
2708,17.68,75,78,,,,,,,,,,,,,,,,
2667,17.68,75,78.5,,,,,,,,,,,,,,,,
2972,21.37,74,78,,,,,,,,,,,,,,,,
2960,25.43,72,82,,,,,,,,,,,,,,,,
3011,32.44,74.5,90.5,,,,,,,,,,,,,,,,
2920,37.24,74.5,87,,,,,,,,,,,,,,,,
2953,37.97,78,85,,,,,,,,,,,,,,,,
2933,41.67,80,84,,,,,,,,,,,,,,,,
2939,44.62,87,84.5,,,,,,,,,,,,,,,,
2935,45.72,85.5,86.5,,,,,,,,,,,,,,,,
2940,48.68,85.5,87,,,,,,,,,,,,,,,,
2947,53.47,90,86,,,,,,,,,,,,,,,,
2948,56.06,89,87.5,,,,,,,,,,,,,,,,
2951,56.06,86,87,,,,,,,,,,,,,,,,
2953,56.06,85.5,85,,,,,,,,,,,,,,,,
2957,56.06,86.5,85,,,,,,,,,,,,,,,,
2967,55.69,85.5,85.5,,,,,,,,,,,,,,,,
2965,55.69,87,85.5,,,,,,,,,,,,,,,,
2976,55.69,86,86.5,,,,,,,,,,,,,,,,
2973,56.06,85.5,85,,,,,,,,,,,,,,,,
2980,55.69,86,86.5,,,,,,,,,,,,,,,,
2986,56.06,86,84,,,,,,,,,,,,,,,,
2988,56.06,86,85,,,,,,,,,,,,,,,,
2991,55.69,85.5,85,,,,,,,,,,,,,,,,
2985,56.06,85.5,86.5,,,,,,,,,,,,,,,,
2991,53.84,85,85.5,,,,,,,,,,,,,,,,
2986,48.68,84,85,,,,,,,,,,,,,,,,
2997,48.31,85.5,87,,,,,,,,,,,,,,,,
2995,48.68,86,89.5,,,,,,,,,,,,,,,,
2999,48.31,86,88,,,,,,,,,,,,,,,,
3002,48.31,86,86.5,,,,,,,,,,,,,,,,
3013,48.31,85.5,86.5,,,,,,,,,,,,,,,,
3016,47.57,85,86.5,,,,,,,,,,,,,,,,
3007,47.2,84,86,,,,,,,,,,,,,,,,
3016,46.83,84.5,86,,,,,,,,,,,,,,,,
3006,47.57,85,86.5,,,,,,,,,,,,,,,,
3003,47.2,84.5,86.5,,,,,,,,,,,,,,,,
3012,47.2,85,87,,,,,,,,,,,,,,,,
3010,46.83,85.5,86.5,,,,,,,,,,,,,,,,
3008,47.94,85,87,,,,,,,,,,,,,,,,
3008,47.2,84,87,,,,,,,,,,,,,,,,
3018,47.2,84,86.5,,,,,,,,,,,,,,,,
3012,47.2,85,87,,,,,,,,,,,,,,,,
3016,47.2,85.5,87,,,,,,,,,,,,,,,,
3017,47.2,85,86.5,,,,,,,,,,,,,,,,
3023,47.57,85.5,87,,,,,,,,,,,,,,,,
3022,47.2,85.5,86.5,,,,,,,,,,,,,,,,
3026,47.2,85,86.5,,,,,,,,,,,,,,,,
3022,47.2,84.5,86,,,,,,,,,,,,,,,,
3032,47.2,84.5,86.5,,,,,,,,,,,,,,,,
3026,47.57,84.5,86.5,,,,,,,,,,,,,,,,
3030,46.83,85,87,,,,,,,,,,,,,,,,
3038,47.2,84.5,86.5,,,,,,,,,,,,,,,,
3033,47.2,84.5,87,,,,,,,,,,,,,,,,
3031,46.83,84.5,86.5,,,,,,,,,,,,,,,,
3020,36.13,79,85,,,,,,,,,,,,,,,,
3026,35.39,73.5,83,,,,,,,,,,,,,,,,
3024,35.39,80.5,84,,,,,,,,,,,,,,,,
3020,35.02,83.5,84,,,,,,,,,,,,,,,,
3010,35.76,79.5,82,,,,,,,,,,,,,,,,
3012,35.39,80,83,,,,,,,,,,,,,,,,
3001,34.28,79,82,,,,,,,,,,,,,,,,
3017,33.92,77,82.5,,,,,,,,,,,,,,,,
3002,33.92,78.5,82.5,,,,,,,,,,,,,,,,
3012,33.92,78,81.5,,,,,,,,,,,,,,,,
3004,34.28,78.5,82,,,,,,,,,,,,,,,,
3002,35.76,79.5,83,,,,,,,,,,,,,,,,
2989,36.87,81,84,,,,,,,,,,,,,,,,
3002,37.24,81.5,87,,,,,,,,,,,,,,,,
3001,37.97,80.5,85,,,,,,,,,,,,,,,,
2985,42.4,84,84.5,,,,,,,,,,,,,,,,
3003,43.51,89.5,88.5,,,,,,,,,,,,,,,,
3029,41.67,86,87,,,,,,,,,,,,,,,,
2997,41.67,83,86,,,,,,,,,,,,,,,,
2995,41.3,83,85,,,,,,,,,,,,,,,,
3007,40.93,83.5,85.5,,,,,,,,,,,,,,,,
2994,41.3,84,85,,,,,,,,,,,,,,,,
2999,44.62,84.5,85,,,,,,,,,,,,,,,,
2998,46.83,87,84.5,,,,,,,,,,,,,,,,
3008,46.83,88,87,,,,,,,,,,,,,,,,
3006,46.46,85.5,86.5,,,,,,,,,,,,,,,,
3006,46.46,85.5,87,,,,,,,,,,,,,,,,
3008,46.83,85,86,,,,,,,,,,,,,,,,
3005,46.83,85,86.5,,,,,,,,,,,,,,,,
3006,46.83,85,86.5,,,,,,,,,,,,,,,,
3010,46.46,85.5,88,,,,,,,,,,,,,,,,
3011,46.83,84.5,86.5,,,,,,,,,,,,,,,,
3015,43.14,84.5,87,,,,,,,,,,,,,,,,
3016,42.03,81,86.5,,,,,,,,,,,,,,,,
3008,41.67,84,85,,,,,,,,,,,,,,,,
3013,41.67,84,86,,,,,,,,,,,,,,,,
3009,41.67,84,85.5,,,,,,,,,,,,,,,,
3012,41.67,84,85.5,,,,,,,,,,,,,,,,
3015,41.67,84,85.5,,,,,,,,,,,,,,,,
3015,41.3,83.5,85.5,,,,,,,,,,,,,,,,
3014,41.3,83.5,85.5,,,,,,,,,,,,,,,,
3008,41.67,84,87,,,,,,,,,,,,,,,,
3012,41.67,84,85,,,,,,,,,,,,,,,,
3014,41.3,83.5,86,,,,,,,,,,,,,,,,
3012,42.77,84,85.5,,,,,,,,,,,,,,,,
3013,42.77,84.5,85.5,,,,,,,,,,,,,,,,
3019,42.4,84.5,87,,,,,,,,,,,,,,,,
3021,42.77,84.5,85,,,,,,,,,,,,,,,,
3014,43.88,84,84.5,,,,,,,,,,,,,,,,
3016,44.25,85,85,,,,,,,,,,,,,,,,
3017,44.25,85,86.5,,,,,,,,,,,,,,,,
3019,43.88,84.5,86,,,,,,,,,,,,,,,,
3025,43.88,85,86.5,,,,,,,,,,,,,,,,
3014,44.25,85,86,,,,,,,,,,,,,,,,
3026,43.88,84.5,86.5,,,,,,,,,,,,,,,,
3012,40.19,83,86,,,,,,,,,,,,,,,,
3022,39.82,81.5,85,,,,,,,,,,,,,,,,
3007,39.82,83,85,,,,,,,,,,,,,,,,
3015,39.82,83.5,85,,,,,,,,,,,,,,,,
3008,39.08,82,85,,,,,,,,,,,,,,,,
3024,39.08,82,84,,,,,,,,,,,,,,,,
3018,42.03,83.5,83.5,,,,,,,,,,,,,,,,
3020,45.35,85.5,85,,,,,,,,,,,,,,,,
2996,40.93,83.5,87.5,,,,,,,,,,,,,,,,
3000,37.61,78,84.5,,,,,,,,,,,,,,,,
2999,37.97,83.5,82.5,,,,,,,,,,,,,,,,
3003,37.97,86,87,,,,,,,,,,,,,,,,
3005,38.71,83,85.5,,,,,,,,,,,,,,,,
2999,39.82,83.5,85.5,,,,,,,,,,,,,,,,
2996,40.19,84.5,87,,,,,,,,,,,,,,,,
3002,40.56,84,86,,,,,,,,,,,,,,,,
3000,42.4,84.5,85,,,,,,,,,,,,,,,,
2995,42.77,86,87,,,,,,,,,,,,,,,,
2992,44.62,86,86.5,,,,,,,,,,,,,,,,
2997,44.99,86.5,87,,,,,,,,,,,,,,,,
3013,45.35,85,86.5,,,,,,,,,,,,,,,,
3007,47.57,86,86,,,,,,,,,,,,,,,,
2996,48.31,86,87,,,,,,,,,,,,,,,,
2996,47.94,85,86,,,,,,,,,,,,,,,,
3000,48.31,85.5,86,,,,,,,,,,,,,,,,
3001,48.31,85,86.5,,,,,,,,,,,,,,,,
3003,48.31,85.5,86,,,,,,,,,,,,,,,,
3011,47.94,84.5,86.5,,,,,,,,,,,,,,,,
2999,48.31,85.5,86,,,,,,,,,,,,,,,,
3003,48.31,86,86.5,,,,,,,,,,,,,,,,
3001,47.94,86,86.5,,,,,,,,,,,,,,,,
3004,47.57,85,86.5,,,,,,,,,,,,,,,,
3004,47.94,85.5,86.5,,,,,,,,,,,,,,,,
2999,48.31,86,88,,,,,,,,,,,,,,,,
3012,47.94,86,86.5,,,,,,,,,,,,,,,,
3007,48.31,85.5,86.5,,,,,,,,,,,,,,,,
3005,49.78,86,86.5,,,,,,,,,,,,,,,,
3009,49.41,87.5,88.5,,,,,,,,,,,,,,,,
3008,50.89,86.5,87,,,,,,,,,,,,,,,,
3006,53.47,87,87,,,,,,,,,,,,,,,,
3009,54.95,87,87,,,,,,,,,,,,,,,,
3004,55.32,86,84.5,,,,,,,,,,,,,,,,
3011,56.42,84.5,84.5,,,,,,,,,,,,,,,,
3015,56.42,85,84.5,,,,,,,,,,,,,,,,
3020,56.79,85,85,,,,,,,,,,,,,,,,
3022,57.16,85,85,,,,,,,,,,,,,,,,
3037,55.32,85,85.5,,,,,,,,,,,,,,,,
3023,54.95,86,85.5,,,,,,,,,,,,,,,,
3019,54.95,84,85.5,,,,,,,,,,,,,,,,
3019,54.95,85,85,,,,,,,,,,,,,,,,
3017,54.95,85,85.5,,,,,,,,,,,,,,,,
3024,54.95,85,86.5,,,,,,,,,,,,,,,,
3029,53.84,85,85,,,,,,,,,,,,,,,,
3032,52.73,83,84.5,,,,,,,,,,,,,,,,
3027,52.73,83.5,85.5,,,,,,,,,,,,,,,,
3019,53.47,86,87.5,,,,,,,,,,,,,,,,
3027,52.73,85.5,87,,,,,,,,,,,,,,,,
3025,52.73,85,85.5,,,,,,,,,,,,,,,,
3027,53.1,85.5,87,,,,,,,,,,,,,,,,
3028,53.1,86,87,,,,,,,,,,,,,,,,
3032,52.73,85.5,86.5,,,,,,,,,,,,,,,,
3020,53.1,84,85,,,,,,,,,,,,,,,,
3025,52.73,85.5,86.5,,,,,,,,,,,,,,,,
3023,53.1,85,85,,,,,,,,,,,,,,,,
3026,52.73,85,85.5,,,,,,,,,,,,,,,,
3030,53.1,85,85.5,,,,,,,,,,,,,,,,
3021,53.47,85,86.5,,,,,,,,,,,,,,,,
3025,53.47,85.5,86.5,,,,,,,,,,,,,,,,
3022,54.21,85,86.5,,,,,,,,,,,,,,,,
3021,54.21,85.5,85.5,,,,,,,,,,,,,,,,
3024,54.21,85.5,85.5,,,,,,,,,,,,,,,,
3017,54.21,85,85.5,,,,,,,,,,,,,,,,
3024,53.84,85.5,85,,,,,,,,,,,,,,,,
3019,53.84,86,85.5,,,,,,,,,,,,,,,,
3021,54.21,85,86.5,,,,,,,,,,,,,,,,
3017,53.84,85,86.5,,,,,,,,,,,,,,,,
3013,54.21,85.5,85,,,,,,,,,,,,,,,,
3017,54.21,85,85.5,,,,,,,,,,,,,,,,
3016,54.58,85,86.5,,,,,,,,,,,,,,,,
3021,54.21,85,85.5,,,,,,,,,,,,,,,,
3016,54.58,85,85,,,,,,,,,,,,,,,,
3027,54.21,85,85.5,,,,,,,,,,,,,,,,
3023,54.58,85,86.5,,,,,,,,,,,,,,,,
3017,54.95,84,85.5,,,,,,,,,,,,,,,,
3017,54.21,85,85,,,,,,,,,,,,,,,,
3016,54.21,85,85.5,,,,,,,,,,,,,,,,
3012,54.58,85,86.5,,,,,,,,,,,,,,,,
3015,54.58,85,86.5,,,,,,,,,,,,,,,,
3018,54.58,85,85.5,,,,,,,,,,,,,,,,
3019,54.21,83.5,85.5,,,,,,,,,,,,,,,,
3010,54.21,84,85.5,,,,,,,,,,,,,,,,
3009,54.58,85,85.5,,,,,,,,,,,,,,,,
3010,54.21,85,86.5,,,,,,,,,,,,,,,,
3013,53.47,85,85.5,,,,,,,,,,,,,,,,
3010,53.47,85,85.5,,,,,,,,,,,,,,,,
3008,53.47,85,85.5,,,,,,,,,,,,,,,,
3006,52,86,86.5,,,,,,,,,,,,,,,,
2998,44.62,84,85,,,,,,,,,,,,,,,,
2995,41.3,80,86,,,,,,,,,,,,,,,,
2988,40.19,84,87.5,,,,,,,,,,,,,,,,
2997,39.82,84,88.5,,,,,,,,,,,,,,,,
2981,39.08,82.5,87,,,,,,,,,,,,,,,,
2984,38.34,82,85,,,,,,,,,,,,,,,,
2970,35.02,80.5,84.5,,,,,,,,,,,,,,,,
2968,33.92,80,83.5,,,,,,,,,,,,,,,,
2967,33.92,79.5,82,,,,,,,,,,,,,,,,
2956,33.92,80,83,,,,,,,,,,,,,,,,
2959,33.55,78,82.5,,,,,,,,,,,,,,,,
2949,33.55,78.5,81,,,,,,,,,,,,,,,,
2957,33.55,79,82.5,,,,,,,,,,,,,,,,
2932,33.55,79,82.5,,,,,,,,,,,,,,,,
2920,33.92,81,83,,,,,,,,,,,,,,,,
2919,33.92,80,83,,,,,,,,,,,,,,,,
2914,33.92,80.5,83.5,,,,,,,,,,,,,,,,
2905,34.65,80.5,84,,,,,,,,,,,,,,,,
2915,36.87,81.5,83.5,,,,,,,,,,,,,,,,
2914,46.83,86,83.5,,,,,,,,,,,,,,,,
2905,53.84,90.5,87,,,,,,,,,,,,,,,,
2899,59.75,87,87.5,,,,,,,,,,,,,,,,
2880,63.8,85,82.5,,,,,,,,,,,,,,,,
2883,65.65,84.5,83,,,,,,,,,,,,,,,,
2869,67.86,81,83,,,,,,,,,,,,,,,,
2881,69.34,82,82.5,,,,,,,,,,,,,,,,
2879,68.23,80.5,82,,,,,,,,,,,,,,,,
2866,68.6,80,81,,,,,,,,,,,,,,,,
2862,68.97,80,83,,,,,,,,,,,,,,,,
2871,68.6,79,82.5,,,,,,,,,,,,,,,,
2875,68.6,79.5,82.5,,,,,,,,,,,,,,,,
2868,68.23,79.5,83.5,,,,,,,,,,,,,,,,
2864,68.6,79.5,82.5,,,,,,,,,,,,,,,,
2871,68.97,79.5,82.5,,,,,,,,,,,,,,,,
2863,69.34,78.5,82.5,,,,,,,,,,,,,,,,
2869,71.55,78.5,80,,,,,,,,,,,,,,,,
2875,73.4,79.5,81,,,,,,,,,,,,,,,,
2876,72.29,78,82,,,,,,,,,,,,,,,,
2877,73.4,76.5,79.5,,,,,,,,,,,,,,,,
2885,73.77,75.5,79.5,,,,,,,,,,,,,,,,
2889,75.98,76,79.5,,,,,,,,,,,,,,,,
2887,75.98,75,79.5,,,,,,,,,,,,,,,,
2896,75.98,75,79.5,,,,,,,,,,,,,,,,
2891,75.61,73.5,79,,,,,,,,,,,,,,,,
2899,75.98,74.5,79.5,,,,,,,,,,,,,,,,
2903,75.24,74,79.5,,,,,,,,,,,,,,,,
2903,75.61,73.5,80.5,,,,,,,,,,,,,,,,
2913,75.24,74.5,80,,,,,,,,,,,,,,,,
2916,75.61,75,80.5,,,,,,,,,,,,,,,,
2912,75.24,75,80.5,,,,,,,,,,,,,,,,
2918,74.88,76,80.5,,,,,,,,,,,,,,,,
2918,74.51,74,80.5,,,,,,,,,,,,,,,,
2931,74.88,75,80.5,,,,,,,,,,,,,,,,
2928,74.51,75,81.5,,,,,,,,,,,,,,,,
2934,74.14,76,80.5,,,,,,,,,,,,,,,,
2939,74.51,76,80.5,,,,,,,,,,,,,,,,
2939,74.88,76,81.5,,,,,,,,,,,,,,,,
2941,74.14,75,80.5,,,,,,,,,,,,,,,,
2947,74.14,75.5,81,,,,,,,,,,,,,,,,
2947,74.51,76,81,,,,,,,,,,,,,,,,
2951,74.14,75.5,82,,,,,,,,,,,,,,,,
2956,73.77,75.5,81,,,,,,,,,,,,,,,,
2954,74.51,75.5,81.5,,,,,,,,,,,,,,,,
2967,73.77,76.5,82,,,,,,,,,,,,,,,,
2970,74.14,76,83,,,,,,,,,,,,,,,,
2966,73.77,76.5,82.5,,,,,,,,,,,,,,,,
2970,74.14,76,83,,,,,,,,,,,,,,,,
2970,73.77,76,83,,,,,,,,,,,,,,,,
2977,74.14,76,81.5,,,,,,,,,,,,,,,,
2976,73.77,76.5,81.5,,,,,,,,,,,,,,,,
2983,73.77,76,81,,,,,,,,,,,,,,,,
2987,73.77,76,81.5,,,,,,,,,,,,,,,,
2982,73.4,75.5,81,,,,,,,,,,,,,,,,
2987,74.51,76.5,82.5,,,,,,,,,,,,,,,,
2993,73.4,76,82.5,,,,,,,,,,,,,,,,
2989,73.77,76.5,81.5,,,,,,,,,,,,,,,,
2988,74.14,76,82.5,,,,,,,,,,,,,,,,
3000,73.77,75.5,83,,,,,,,,,,,,,,,,
2997,73.77,75,81.5,,,,,,,,,,,,,,,,
3000,73.77,76.5,83,,,,,,,,,,,,,,,,
2999,70.45,76,84,,,,,,,,,,,,,,,,
3008,69.71,76.5,83.5,,,,,,,,,,,,,,,,
3004,70.08,78.5,85,,,,,,,,,,,,,,,,
3013,69.71,78.5,85,,,,,,,,,,,,,,,,
3008,68.6,79,84.5,,,,,,,,,,,,,,,,
3014,68.23,78.5,85,,,,,,,,,,,,,,,,
3010,68.23,79,85.5,,,,,,,,,,,,,,,,
3015,67.86,78.5,85,,,,,,,,,,,,,,,,
3009,66.02,81,85.5,,,,,,,,,,,,,,,,
3001,60.48,80,85.5,,,,,,,,,,,,,,,,
3027,60.85,83,85.5,,,,,,,,,,,,,,,,
3004,60.85,84,86.5,,,,,,,,,,,,,,,,
3012,61.22,84.5,86,,,,,,,,,,,,,,,,
3008,59.75,84.5,88,,,,,,,,,,,,,,,,
3014,59.38,85,86,,,,,,,,,,,,,,,,
3008,59.01,85,86.5,,,,,,,,,,,,,,,,
3008,59.01,85,86.5,,,,,,,,,,,,,,,,
3011,59.75,84,86.5,,,,,,,,,,,,,,,,
3011,59.38,84,86.5,,,,,,,,,,,,,,,,
3012,59.38,84,86,,,,,,,,,,,,,,,,
3012,62.7,83.5,85,,,,,,,,,,,,,,,,
3015,66.39,84,86.5,,,,,,,,,,,,,,,,
3006,68.23,81.5,85.5,,,,,,,,,,,,,,,,
3020,67.5,81,85,,,,,,,,,,,,,,,,
3018,67.13,79.5,85,,,,,,,,,,,,,,,,
3019,67.86,80.5,85.5,,,,,,,,,,,,,,,,
3022,67.5,80.5,85,,,,,,,,,,,,,,,,
3020,67.86,79,85,,,,,,,,,,,,,,,,
3029,67.86,78.5,86,,,,,,,,,,,,,,,,
3027,68.23,79,85,,,,,,,,,,,,,,,,
3032,67.86,80.5,84.5,,,,,,,,,,,,,,,,
3036,67.86,80.5,85,,,,,,,,,,,,,,,,
3030,67.5,79.5,85,,,,,,,,,,,,,,,,
3038,67.5,80.5,85,,,,,,,,,,,,,,,,
3036,67.86,78.5,85.5,,,,,,,,,,,,,,,,
3046,67.86,80,85.5,,,,,,,,,,,,,,,,
3040,67.5,80,85.5,,,,,,,,,,,,,,,,
3048,67.13,80,85,,,,,,,,,,,,,,,,
3048,68.23,78.5,86,,,,,,,,,,,,,,,,
3047,67.86,80,85.5,,,,,,,,,,,,,,,,
3050,67.86,80,86,,,,,,,,,,,,,,,,
3045,67.5,80.5,85.5,,,,,,,,,,,,,,,,
3042,67.5,80.5,86,,,,,,,,,,,,,,,,
3048,67.86,80,84.5,,,,,,,,,,,,,,,,
3038,61.22,81.5,88,,,,,,,,,,,,,,,,
3051,57.53,80,84,,,,,,,,,,,,,,,,
3050,57.9,84.5,87.5,,,,,,,,,,,,,,,,
3037,58.27,85,88.5,,,,,,,,,,,,,,,,
3046,57.53,85,87.5,,,,,,,,,,,,,,,,
3038,57.9,84,86,,,,,,,,,,,,,,,,
3039,58.27,83.5,86.5,,,,,,,,,,,,,,,,
3053,59.75,83.5,87.5,,,,,,,,,,,,,,,,
3030,60.11,83,86,,,,,,,,,,,,,,,,
3051,59.75,83.5,87,,,,,,,,,,,,,,,,
3028,59.75,83,84.5,,,,,,,,,,,,,,,,
3037,59.38,83.5,86,,,,,,,,,,,,,,,,
3039,59.01,84,86.5,,,,,,,,,,,,,,,,
3037,59.38,83.5,86,,,,,,,,,,,,,,,,
3029,59.38,84.5,87,,,,,,,,,,,,,,,,
3022,54.58,84.5,86.5,,,,,,,,,,,,,,,,
3026,50.52,81.5,84.5,,,,,,,,,,,,,,,,
3024,50.89,84.5,84.5,,,,,,,,,,,,,,,,
3016,51.26,88,89.5,,,,,,,,,,,,,,,,
3010,50.15,86.5,88.5,,,,,,,,,,,,,,,,
3008,50.15,85.5,87,,,,,,,,,,,,,,,,
3011,50.15,85.5,87,,,,,,,,,,,,,,,,
3013,51.63,86.5,87.5,,,,,,,,,,,,,,,,
3025,56.42,86.5,88.5,,,,,,,,,,,,,,,,
3008,61.96,83.5,86.5,,,,,,,,,,,,,,,,
2997,62.7,83,85.5,,,,,,,,,,,,,,,,
2998,62.33,83.5,84.5,,,,,,,,,,,,,,,,
2999,62.33,84,85,,,,,,,,,,,,,,,,
3003,60.85,83,86,,,,,,,,,,,,,,,,
3022,63.07,83.5,85.5,,,,,,,,,,,,,,,,
2993,68.23,84,86,,,,,,,,,,,,,,,,
3006,65.65,82.5,84,,,,,,,,,,,,,,,,
3008,64.91,80,84,,,,,,,,,,,,,,,,
3013,67.5,80.5,84,,,,,,,,,,,,,,,,
3012,69.71,82,87,,,,,,,,,,,,,,,,
3022,63.44,78.5,83.5,,,,,,,,,,,,,,,,
3006,64.17,79.5,85.5,,,,,,,,,,,,,,,,
3013,64.91,78,84,,,,,,,,,,,,,,,,
3005,64.91,82.5,87,,,,,,,,,,,,,,,,
3012,64.54,82.5,86.5,,,,,,,,,,,,,,,,
3012,64.17,82.5,85.5,,,,,,,,,,,,,,,,
3013,64.17,82,85.5,,,,,,,,,,,,,,,,
3010,64.91,82,85.5,,,,,,,,,,,,,,,,
3018,64.17,82,86.5,,,,,,,,,,,,,,,,
3012,64.17,82,84,,,,,,,,,,,,,,,,
3016,64.17,82,86.5,,,,,,,,,,,,,,,,
3014,64.91,80.5,85,,,,,,,,,,,,,,,,
3018,66.39,82,87,,,,,,,,,,,,,,,,
3022,66.39,81.5,87,,,,,,,,,,,,,,,,
3021,67.86,80,85.5,,,,,,,,,,,,,,,,
3026,68.23,81,86.5,,,,,,,,,,,,,,,,
3019,68.6,80,85,,,,,,,,,,,,,,,,
3027,68.23,79,85,,,,,,,,,,,,,,,,
3029,67.86,80,85.5,,,,,,,,,,,,,,,,
3033,67.86,79,84.5,,,,,,,,,,,,,,,,
3033,68.23,78.5,84.5,,,,,,,,,,,,,,,,
3034,67.86,79,85,,,,,,,,,,,,,,,,
3031,68.6,78.5,85.5,,,,,,,,,,,,,,,,
3035,67.86,80.5,85.5,,,,,,,,,,,,,,,,
3035,68.23,79,85.5,,,,,,,,,,,,,,,,
3042,68.23,79.5,85,,,,,,,,,,,,,,,,
3031,68.97,80.5,85,,,,,,,,,,,,,,,,
3043,68.23,80,86,,,,,,,,,,,,,,,,
3049,68.97,78.5,85,,,,,,,,,,,,,,,,
3046,68.23,79.5,85.5,,,,,,,,,,,,,,,,
3042,68.6,79,85.5,,,,,,,,,,,,,,,,
3048,68.6,79.5,85,,,,,,,,,,,,,,,,
3053,68.97,80.5,85.5,,,,,,,,,,,,,,,,
3050,68.6,78.5,86.5,,,,,,,,,,,,,,,,
3057,68.6,80,84.5,,,,,,,,,,,,,,,,
3055,68.23,78.5,85.5,,,,,,,,,,,,,,,,
3060,68.6,78.5,85.5,,,,,,,,,,,,,,,,
3057,66.39,80,86,,,,,,,,,,,,,,,,
3064,66.39,79,85,,,,,,,,,,,,,,,,
3062,66.39,80.5,86.5,,,,,,,,,,,,,,,,
3062,66.39,81,86.5,,,,,,,,,,,,,,,,
3062,66.39,81,86,,,,,,,,,,,,,,,,
3062,63.07,81.5,86.5,,,,,,,,,,,,,,,,
3064,59.75,82.5,88,,,,,,,,,,,,,,,,
3055,57.9,83.5,87.5,,,,,,,,,,,,,,,,
3062,57.53,84.5,87.5,,,,,,,,,,,,,,,,
3057,57.9,85,87.5,,,,,,,,,,,,,,,,
3063,57.9,84.5,86.5,,,,,,,,,,,,,,,,
3056,58.27,84.5,86.5,,,,,,,,,,,,,,,,
3055,57.53,84,86.5,,,,,,,,,,,,,,,,
3054,57.9,83.5,86,,,,,,,,,,,,,,,,
3055,55.69,85.5,86.5,,,,,,,,,,,,,,,,
3054,55.32,85,84.5,,,,,,,,,,,,,,,,
3052,54.95,85,86.5,,,,,,,,,,,,,,,,
3054,55.32,84.5,86.5,,,,,,,,,,,,,,,,
3051,54.95,85,88,,,,,,,,,,,,,,,,
3047,55.32,85,86,,,,,,,,,,,,,,,,
3044,55.32,84.5,86,,,,,,,,,,,,,,,,
3049,55.32,85,86,,,,,,,,,,,,,,,,
3040,54.95,85.5,87,,,,,,,,,,,,,,,,
3042,55.32,85,86,,,,,,,,,,,,,,,,
3063,54.95,84.5,87,,,,,,,,,,,,,,,,
3023,54.58,85,87,,,,,,,,,,,,,,,,
3032,54.95,85.5,86.5,,,,,,,,,,,,,,,,
3026,54.58,85,87,,,,,,,,,,,,,,,,
3027,54.21,85,85.5,,,,,,,,,,,,,,,,
3020,54.21,85,85.5,,,,,,,,,,,,,,,,
3019,54.21,85,86.5,,,,,,,,,,,,,,,,
3015,53.84,85.5,86.5,,,,,,,,,,,,,,,,
3034,47.2,84.5,86.5,,,,,,,,,,,,,,,,
3003,46.09,80,84,,,,,,,,,,,,,,,,
3003,46.46,85.5,86,,,,,,,,,,,,,,,,
2998,46.46,87,89.5,,,,,,,,,,,,,,,,
2986,46.46,87,88,,,,,,,,,,,,,,,,
2986,46.46,86.5,86.5,,,,,,,,,,,,,,,,
2976,46.46,86,87,,,,,,,,,,,,,,,,
2976,46.46,86,87,,,,,,,,,,,,,,,,
2972,46.46,86,86.5,,,,,,,,,,,,,,,,
2965,46.46,86,87,,,,,,,,,,,,,,,,
2960,46.83,86,87.5,,,,,,,,,,,,,,,,
2951,47.2,86,87,,,,,,,,,,,,,,,,
2954,47.2,86,87,,,,,,,,,,,,,,,,
2944,47.2,87.5,87.5,,,,,,,,,,,,,,,,
2948,47.2,88,87,,,,,,,,,,,,,,,,
2935,47.2,88,88.5,,,,,,,,,,,,,,,,
2935,47.57,86.5,87,,,,,,,,,,,,,,,,
2927,47.94,88,87.5,,,,,,,,,,,,,,,,
2924,47.57,86.5,87.5,,,,,,,,,,,,,,,,
2923,47.57,86.5,89,,,,,,,,,,,,,,,,
