Time,WBO2 F,WBO2 R,ET,WBO2 F,WBO2 R,MAP,B+,RPM,TP,Set Lambda,Spark Knock F,Spark Knock R,VE Front,VE Rear ,Lambda1,Lambda2,IAT,Idle Set,IAC,Advance F,Advance R,INJ PW F,INJ PW R,VSS,TP Sensor,Twist Pos,SWL(hex)
347640,0.808,0.788,212,11.8,11.5,34.28,13.9,2773,12,0.957,0,0,96,106.5,,,89.6,1048,40,42,42,4.96,4.34,47.22,1.02,7.03,269
347730,0.808,0.781,212,11.8,11.4,32.07,13.9,2740,11,0.953,0,0,93,104,,,89.6,1048,40,41.5,41.5,4.37,3.88,47.22,0.96,6.64,269
347816,0.795,0.767,212,11.6,11.2,31.33,13.9,2753,11,0.953,0,0,92,103,,,89.6,1048,40,42,42,4.23,3.84,47.22,1,6.64,269
347906,0.808,0.795,212,11.8,11.6,32.07,13.9,2740,11,0.953,0,0,93,104,,,91.4,1048,40,41.5,41.5,4.48,3.96,47.22,0.98,6.64,269
347988,0.815,0.795,212,11.9,11.6,32.44,13.9,2728,11,0.953,0,0,92.5,104,,,91.4,1048,40,41.5,41.5,4.49,3.99,46.6,0.98,6.64,269
348071,0.822,0.795,212,12,11.6,30.96,13.9,2731,9,0.952,0,0,88,104,,,91.4,1048,40,41.5,41.5,3.48,3.64,46.6,0.92,4.69,269
348149,0.815,0.795,212,11.9,11.6,27.27,13.9,2675,9,0.979,0,0,86.5,98,,,91.4,1048,40,40,40.5,3.3,2.88,46.6,0.9,4.3,269
348231,0.849,0.836,212,12.4,12.2,26.9,13.9,2708,9,0.979,0,0,84,95,,,91.4,1048,40,40,40,3.18,2.77,46.6,0.88,4.3,269
348309,0.842,0.808,212,12.3,11.8,26.54,13.9,2707,9,0.979,0,0,83.5,94.5,,,91.4,1048,40,40,40,3.19,2.85,46.6,0.88,4.3,269
348391,0.842,0.863,212,12.3,12.6,26.17,13.9,2704,8,0.979,0,0,82.5,93.5,,,91.4,1048,40,40,40,3.05,2.84,45.98,0.88,4.3,269
348469,0.849,0.829,212,12.4,12.1,26.17,13.9,2686,8,0.979,0,0,83,94,,,91.4,1048,40,39.5,40,3.17,2.88,45.98,0.88,4.3,269
348550,0.856,0.836,212,12.5,12.2,26.17,13.9,2675,8,0.979,0,0,82,93.5,,,91.4,1048,40,39,39.5,3.08,2.82,45.98,0.86,3.91,269
348628,0.863,0.822,212,12.6,12,25.8,13.9,2678,8,0.979,0,0,82.5,93,,,91.4,1048,40,39,39.5,3.08,2.82,45.98,0.88,3.91,269
348710,0.856,0.822,212,12.5,12,26.17,13.9,2651,8,0.979,0,0,82.5,93.5,,,93.2,1048,40,39,39.5,3.11,2.85,45.36,0.88,3.91,269
348788,0.863,0.829,212,12.6,12.1,25.8,13.9,2659,8,0.979,0,0,81.5,93,,,93.2,1048,40,38.5,39.5,2.97,2.8,45.36,0.86,3.52,269
348878,0.87,0.829,212,12.7,12.1,24.32,13.9,2630,7,0.979,0,0,79.5,90.5,,,93.2,1048,40,38,39,2.8,2.46,45.36,0.84,3.13,269
348960,0.856,0.842,212,12.5,12.3,23.58,13.9,2603,7,0.979,0,0,76,86.5,,,93.2,1048,40,37.5,38,2.52,2.36,44.74,0.84,3.13,269
349038,0.849,0.836,212,12.4,12.2,23.22,13.9,2590,7,0.979,0,0,75.5,86,,,93.2,1048,40,37.5,38,2.5,2.32,44.74,0.82,2.73,269
349120,0.856,0.849,212,12.5,12.4,23.22,13.9,2633,7,0.979,0,0,75.5,85,,,93.2,1048,40,37.5,38.5,2.45,2.24,44.74,0.82,2.73,269
349210,0.925,0.932,212,13.5,13.6,22.85,13.9,2629,7,0.979,0,0,75.5,85.5,,,93.2,1048,40,38,38.5,2.48,2.28,44.74,0.8,2.73,269
349300,0.938,0.952,212,13.7,13.9,22.85,13.9,2605,7,0.979,0,0,75,85,,,95,1048,40,37.5,38,2.48,2.3,44.74,0.82,2.34,269
349390,0.938,0.918,212,13.7,13.4,22.85,13.9,2559,6,0.979,0,0,72.5,83.5,,,95,1048,40,37,38,2.35,2.18,44.12,0.8,1.95,269
349468,0.952,0.925,212,13.9,13.5,21.37,13.9,2538,6,0.979,0,0,68,78.5,,,95,1048,40,36.5,37,2.04,1.93,44.12,0.8,1.95,269
349570,0.966,0.945,212,14.1,13.8,21.37,13.9,2561,6,0.979,0,0,68.5,79,,,95,1048,40,36.5,37.5,2.05,1.99,44.12,0.78,1.95,269
349648,0.979,0.966,212,14.3,14.1,21.37,13.9,2545,6,0.979,0,0,68,78.5,,,95,1048,40,36.5,37,2.09,1.99,43.5,0.78,1.95,269
349730,0.993,0.959,212,14.5,14,21.74,13.9,2536,6,0.979,0,0,68,78.5,,,95,1048,40,36.5,37,2.11,1.98,43.5,0.78,1.95,269
349808,0.986,0.952,212,14.4,13.9,21.37,13.9,2548,6,0.979,0,0,68,78,,,96.8,1048,40,36.5,37.5,2.09,1.99,43.5,0.8,1.95,269
349890,0.986,0.993,212,14.4,14.5,21.74,13.9,2500,6,0.979,0,0,67,78,,,96.8,1048,40,36,37,2.08,1.97,42.87,0.8,1.95,269
349968,1.007,1.021,212,14.7,14.9,21.37,13.9,2523,6,0.979,0,0,67,78,,,96.8,1048,40,36,37,2.06,2,42.87,0.8,1.95,269
350050,0.993,0.973,212,14.5,14.2,21.74,13.9,2489,6,0.979,0,0,66.5,78.5,,,98.6,1048,40,36,37,2.06,1.98,42.87,0.8,1.95,269
350127,1.068,1.089,210,15.6,15.9,21.74,13.9,2515,6,0.979,0,0,67.5,79,,,98.6,1048,40,36,37,2.11,2.05,42.87,0.78,1.95,269
350218,1.068,1.007,210,15.6,14.7,21.74,13.9,2473,6,0.979,0,0,68,79,,,98.6,1048,40,35.5,36,2.13,1.99,42.25,0.78,1.95,269
350299,1.055,0.986,212,15.4,14.4,21.74,13.9,2472,6,0.979,0,0,68,79,,,100.4,1048,40,35.5,36,2.12,1.98,42.25,0.78,1.95,269
350390,1.075,0.993,212,15.7,14.5,22.11,13.9,2472,6,0.979,0,0,69,80,,,100.4,1048,40,35.5,36.5,2.19,2.05,42.25,0.8,1.95,269
350467,1.027,1.027,212,15,15,21.74,13.9,2427,6,0.979,0,0,68.5,79.5,,,100.4,1048,40,34.5,35,2.12,2.02,41.63,0.78,1.95,269
350537,1.048,0.993,212,15.3,14.5,22.11,13.9,2474,6,0.979,0,0,69,80.5,,,100.4,1048,40,35.5,36.5,2.18,2.09,41.63,0.78,1.95,269
350627,0.993,0.966,212,14.5,14.1,22.11,13.9,2425,6,0.979,0,0,70,81,,,100.4,1048,40,35,35.5,2.23,2.08,41.63,0.8,1.95,269
350709,1.027,1.007,212,15,14.7,22.48,13.9,2399,6,0.979,0,0,71,82,,,102.2,1048,40,34.5,34.5,2.29,2.16,41.63,0.78,1.95,269
350791,1.014,0.959,212,14.8,14,22.48,13.9,2424,6,0.979,0,0,70.5,82,,,102.2,1048,40,34.5,35,2.27,2.16,41.63,0.78,1.95,269
350869,1.027,1,212,15,14.6,22.48,13.9,2413,6,0.979,0,0,70.5,82,,,102.2,1048,40,34.5,34.5,2.26,2.15,41.01,0.78,1.95,269
350959,0.993,0.945,212,14.5,13.8,22.48,13.9,2385,6,0.979,0,0,71.5,82.5,,,102.2,1048,40,34,34,2.31,2.16,41.01,0.8,1.95,269
351049,0.973,0.932,212,14.2,13.6,22.48,13.9,2381,6,0.979,0,0,71.5,82.5,,,102.2,1048,40,34,34,2.3,2.17,41.01,0.78,1.95,269
351127,0.966,0.918,212,14.1,13.4,22.48,13.9,2385,6,0.979,0,0,71,81.5,,,104,1048,40,34,34.5,2.28,2.13,41.01,0.78,1.56,269
351221,0.959,0.966,212,14,14.1,22.48,13.9,2361,6,0.941,0,0,71,82.5,,,104,1048,40,34,33.5,2.36,2.23,40.39,0.78,1.56,269
351299,0.973,0.979,212,14.2,14.3,22.48,13.9,2370,6,0.941,0,0,71,82.5,,,104,1048,40,34,34,2.38,2.24,40.39,0.78,1.56,269
351381,0.973,0.966,212,14.2,14.1,22.85,13.9,2332,6,0.941,0,0,71,82.5,,,104,1048,40,33.5,33,2.35,2.26,40.39,0.78,1.56,269
351459,0.952,0.938,212,13.9,13.7,22.48,13.9,2349,6,0.941,0,0,71,82.5,,,104,1048,40,33.5,33.5,2.36,2.26,39.77,0.78,1.17,269
351541,0.959,0.945,212,14,13.8,20.63,13.9,2343,5,0.94,0,0,69,81.5,,,104,1048,40,33.5,33.5,2.05,1.95,39.77,0.74,0,269
351618,0.959,0.925,212,14,13.5,19.89,13.9,2305,5,0.94,0,0,70,80,,,104,1048,40,32.5,32.5,2.01,1.85,39.77,0.72,0,269
351708,0.973,0.973,212,14.2,14.2,19.89,13.9,2316,5,0.94,0,0,69.5,79.5,,,104,1048,40,33,33,2.03,1.92,39.77,0.72,0,269
351790,0.959,0.938,212,14,13.7,19.52,13.9,2280,5,0.94,0,0,71,81,,,104,1048,40,32.5,32,2.07,1.98,39.15,0.72,0,269
351868,0.973,0.973,212,14.2,14.2,19.16,13.9,2289,5,0.94,0,0,71,81,,,104,1048,40,32.5,32.5,2.03,1.95,39.15,0.72,0,269
351950,0.966,0.952,212,14.1,13.9,19.16,13.9,2270,5,0.94,0,0,71.5,81.5,,,104,1048,40,32.5,32,2.05,1.94,39.15,0.72,0,269
352028,0.945,0.952,212,13.8,13.9,19.16,13.9,2268,5,0.94,0,0,72,82,,,105.8,1048,40,32,32,2.03,1.96,38.53,0.72,0,269
352118,0.952,0.966,212,13.9,14.1,19.16,13.9,2249,5,0.94,0,0,72.5,82,,,105.8,1048,40,32,31.5,2.04,1.98,38.53,0.72,0,269
352221,0.979,0.966,212,14.3,14.1,19.16,13.9,2261,4,0.94,0,0,72,81.5,,,105.8,1048,40,32,31.5,2.02,1.96,38.53,0.7,0,269
352298,0.973,0.938,212,14.2,13.7,18.79,13.9,2198,4,0.94,0,0,71,80.5,,,105.8,1048,40,31,30.5,1.97,1.93,37.9,0.72,0,269
352380,1,0.966,212,14.6,14.1,19.16,13.9,2230,4,0.94,0,0,72,82,,,107.6,1048,40,31.5,31,2.03,1.96,37.9,0.7,0,269
352458,0.966,0.966,212,14.1,14.1,19.16,13.9,2212,4,0.94,0,0,71.5,81,,,107.6,1048,40,31,30.5,2,1.98,37.9,0.7,0,269
352548,0.979,0.959,212,14.3,14,18.79,13.9,2188,4,0.94,0,0,71,80,,,107.6,1048,40,31,30.5,1.97,1.94,37.28,0.7,0,269
352630,0.959,0.945,212,14,13.8,19.16,13.9,2194,4,0.94,0,0,71,80.5,,,107.6,1048,40,31,30.5,1.99,1.98,37.28,0.7,0,269
352741,0.979,0.945,212,14.3,13.8,19.16,13.9,2178,4,0.94,0,0,70.5,80.5,,,107.6,1048,40,30.5,30,2,1.98,37.28,0.7,0,269
352818,0.945,0.938,212,13.8,13.7,19.52,13.9,2158,4,0.94,0,0,69.5,79.5,,,109.4,1048,40,30.5,30,2,1.97,37.28,0.7,0,269
352900,0.952,0.952,212,13.9,13.9,19.52,13.9,2148,4,0.94,0,0,70,79.5,,,109.4,1048,40,30,30,2.02,1.96,36.66,0.7,0,269
352978,0.945,0.945,212,13.8,13.8,19.52,13.9,2150,4,0.94,0,0,69.5,79.5,,,109.4,1048,40,30.5,30,2,1.98,36.66,0.7,0,269
353060,0.938,0.945,212,13.7,13.8,19.52,13.9,2127,4,0.94,0,0,68.5,78.5,,,109.4,1048,40,30,29.5,1.98,1.97,36.66,0.7,0,269
353142,0.945,0.932,212,13.8,13.6,19.89,13.9,2069,4,0.94,0,0,66.5,76.5,,,109.4,1048,40,29,29,1.94,1.98,36.66,0.7,0,269
353228,0.973,0.966,212,14.2,14.1,20.63,13.9,1998,4,0.94,0,0,64.5,74.5,,,111.2,1048,40,28,27,1.95,2.02,36.04,0.7,0,269
353310,0.979,0.973,212,14.3,14.2,21.37,13.9,1942,4,0.94,0,0,67,77.5,,,111.2,1048,40,27,26.5,2.12,2.16,36.04,0.7,0,269
353400,0.973,0.973,210,14.2,14.2,22.11,13.8,1890,4,0.941,0,0,69.5,80.5,,,111.2,1048,40,26,25.5,2.28,2.35,35.42,0.7,0,269
353478,0.959,0.952,210,14,13.9,22.85,13.8,1855,4,0.941,0,0,70.5,81.5,,,111.2,1048,40,25.5,25,2.37,2.46,35.42,0.7,0,269
353560,0.986,0.973,212,14.4,14.2,21,13.8,2020,5,0.94,0,0,64.5,75,,,111.2,1048,40,28,27,2,2.22,34.8,0.74,0,269
353638,0.979,0.966,212,14.3,14.1,19.16,13.7,2287,4,0.94,0,0,72.5,82.5,,,111.2,1048,40,30.5,28,2.08,1.98,34.18,0.7,0,269
353720,0.979,0.973,212,14.3,14.2,17.31,13.7,2450,4,0.94,0,0,70,77,,,113,1048,40,33,30.5,1.8,1.66,34.18,0.7,0,269
353810,1,0.993,212,14.6,14.5,17.31,13.8,2454,4,0.94,0,0,69,76.5,,,113,1048,40,33,33,0,0,34.18,0.7,0,269
353888,1.048,1.014,212,15.3,14.8,17.31,13.8,2423,4,0.94,0,0,70,77.5,,,113,1048,40,34.5,33,0,0,33.55,0.7,0,269
353969,1.219,1.158,212,17.8,16.9,16.94,13.8,2415,4,0.94,0,0,70.5,77.5,,,113,1048,40,34.5,35,0,0,33.55,0.7,0,269
354059,1.219,1.219,212,17.8,17.8,16.94,13.8,2381,4,0.94,0,0,71,78.5,,,113,1048,40,34,34.5,0,0,33.55,0.7,0,269
354137,1.219,1.219,212,17.8,17.8,17.31,13.8,2361,4,0.94,0,0,71,79,,,113,1048,40,33.5,34,0,0,32.93,0.7,0,269
354219,1.219,1.219,212,17.8,17.8,16.94,13.8,2347,4,0.94,0,0,71.5,79.5,,,113,1048,40,33.5,33.5,0,0,32.31,0.7,0,269
354297,1.219,1.219,212,17.8,17.8,17.31,13.8,2327,4,0.94,0,0,71.5,79.5,,,113,1048,40,33,33,0,0,32.31,0.7,0,269
354379,1.219,1.219,212,17.8,17.8,17.31,13.9,2303,4,0.94,0,0,72,80,,,113,1048,40,33,32.5,0,0,32.31,0.7,0,269
354457,1.219,1.219,212,17.8,17.8,17.31,13.9,2283,4,0.94,0,0,72.5,80.5,,,113,1048,40,32.5,32,0,0,31.69,0.7,0,269
354539,1.219,1.219,212,17.8,17.8,17.31,13.9,2251,4,0.94,0,0,72.5,81.5,,,113,1048,40,32,31.5,0,0,31.07,0.7,0,269
354617,1.219,1.219,212,17.8,17.8,17.68,13.8,2208,4,0.94,0,0,72.5,81,,,113,1048,40,31,31,0,0,31.07,0.7,0,269
354698,1.219,1.219,212,17.8,17.8,18.42,13.8,2072,4,0.94,0,0,69,78,,,113,1048,40,29,28.5,0,0,31.07,0.72,0,269
354780,1.219,1.219,212,17.8,17.8,19.52,13.8,1921,4,0.94,0,0,67.5,77.5,,,114.8,1048,40,27.5,26.5,0,0,30.45,0.7,0,269
354858,1.219,1.219,212,17.8,17.8,22.48,13.7,1792,4,0.941,0,0,72,82,,,114.8,1048,40,25,24.5,2.4,2.42,30.45,0.7,0,269
354948,1.219,1.219,212,17.8,17.8,24.69,13.7,1729,4,0.945,0,0,71.5,83.5,,,114.8,1048,40,24,23,2.69,2.9,29.83,0.7,0,269
355038,1.219,1.219,212,17.8,17.8,22.85,13.7,1772,4,0.943,0,0,72.5,83.5,,,113,1048,40,24.5,23.5,2.51,2.56,29.83,0.7,0,269
355120,1.219,1.219,212,17.8,17.8,25.06,13.8,1677,4,0.945,0,0,72,84,,,114.8,1048,40,23.5,23,2.7,2.94,29.2,0.7,0,269
355198,1.219,1.219,212,17.8,17.8,26.54,13.8,1626,4,0.946,0,0,73,83.5,,,114.8,1048,40,23,22.5,2.91,2.88,28.58,0.7,0,269
355280,1.219,1.219,212,17.8,17.8,27.64,13.8,1563,4,0.946,0,0,73.5,83.5,,,114.8,1048,40,22.5,22.5,2.89,3.05,28.58,0.7,0,269
355358,1.219,1.144,212,17.8,16.7,29.12,13.8,1491,4,0.95,0,0,75,82.5,,,114.8,1048,40,21,22,3.22,3.12,27.96,0.7,0,269
355448,1.219,1.055,212,17.8,15.4,29.49,13.8,1450,4,0.95,0,0,74.5,81.5,,,114.8,1048,40,21,21.5,3.25,3.18,27.96,0.7,0,269
355530,1.164,0.993,212,17,14.5,29.12,13.8,1426,4,0.952,0,0,74,82,,,114.8,1048,40,20.5,21.5,3.16,3.18,27.96,0.7,0,269
355620,1.13,0.959,212,16.5,14,29.86,13.8,1367,4,0.953,0,0,72.5,80.5,,,114.8,1048,40,20,21,3.21,3.19,27.34,0.7,0,269
355698,0.966,0.877,212,14.1,12.8,28.38,13.9,1496,4,0.979,0,0,74.5,81.5,,,114.8,1048,40,21,21.5,3.24,3.06,26.1,0.7,0,269
355788,0.966,0.918,212,14.1,13.4,28.01,13.9,1691,4,0.979,0,0,73.5,83,,,114.8,1048,40,23,22.5,2.96,2.92,25.48,0.7,0,269
355870,0.993,0.952,212,14.5,13.9,22.11,13.9,1965,4,0.979,0,0,69,79,,,114.8,1048,40,25.5,24.5,2.18,2.25,24.85,0.7,0,269
355948,0.973,0.918,212,14.2,13.4,19.16,13.9,2141,4,0.979,0,0,68.5,78.5,,,114.8,1048,40,28,27,1.92,1.88,24.85,0.7,0,269
356038,0.952,0.938,212,13.9,13.7,18.42,13.9,2354,4,0.979,0,0,71,79.5,,,114.8,1048,40,28,29.5,1.86,1.75,24.23,0.7,0,269
356128,0.952,0.918,212,13.9,13.4,18.05,13.9,2332,4,0.94,0,0,70.5,79,,,114.8,1048,40,30.5,29.5,1.85,1.75,24.23,0.7,0,269
356210,0.986,0.959,212,14.4,14,18.42,13.9,2328,4,0.94,0,0,70.5,79.5,,,114.8,1048,40,33,32,1.91,1.82,23.61,0.7,0,269
356288,0.979,0.925,212,14.3,13.5,18.42,13.9,2242,4,0.94,0,0,72.5,82,,,114.8,1048,40,32,31.5,1.97,1.9,22.99,0.72,0,269
356370,1,0.993,212,14.6,14.5,18.42,13.9,2251,4,0.94,0,0,72.5,82,,,114.8,1048,40,32,31.5,1.98,1.91,22.99,0.7,0,269
356447,1.007,0.979,212,14.7,14.3,18.79,13.9,2213,4,0.94,0,0,72,81.5,,,114.8,1048,40,31.5,31,2,1.93,22.99,0.7,0,269
356538,1.021,0.966,212,14.9,14.1,19.52,13.9,2173,4,0.94,0,0,70,80,,,114.8,1048,40,30.5,30,2,1.98,22.37,0.7,0,269
356619,0.993,0.952,212,14.5,13.9,19.16,13.9,2123,4,0.94,0,0,69.5,79,,,114.8,1048,40,30,29.5,1.96,1.94,22.37,0.7,0,269
356710,1.021,0.959,212,14.9,14,19.89,13.9,2073,4,0.94,0,0,66.5,76.5,,,116.6,1048,40,29,28.5,1.95,1.98,21.75,0.7,0,269
356787,0.979,0.945,212,14.3,13.8,21,13.9,1979,4,0.94,0,0,65,75.5,,,116.6,1048,40,27.5,27,2.01,2.02,21.75,0.7,0,269
356857,0.966,0.945,212,14.1,13.8,21.74,13.9,1897,4,0.941,0,0,68,79.5,,,116.6,1048,40,26.5,26,2.18,2.27,21.75,0.7,0,269
356959,0.993,0.986,212,14.5,14.4,22.85,13.9,1830,4,0.941,0,0,71,82,,,116.6,1048,40,25.5,24.5,2.4,2.48,21.13,0.7,0,269
357050,0.993,0.959,212,14.5,14,24.69,13.9,1753,4,0.945,0,0,71.5,83.5,,,116.6,1048,40,24.5,23.5,2.61,2.57,20.51,0.7,0,269
357127,1.014,0.966,212,14.8,14.1,26.9,13.9,1666,4,0.948,0,0,73,83.5,,,116.6,1048,40,23.5,22.5,2.92,2.86,20.51,0.7,0,269
357209,1.048,0.938,212,15.3,13.7,25.8,13.9,1644,4,0.946,0,0,72.5,83.5,,,116.6,1048,40,23,22.5,2.81,2.85,20.51,0.7,0,269
357299,1.014,1,212,14.8,14.6,27.64,13.9,1696,4,0.948,0,0,73,83.5,,,116.6,1048,40,23.5,23,2.99,2.93,19.88,0.7,0,269
357377,1,0.966,212,14.6,14.1,23.22,13.9,1838,4,0.943,0,0,71.5,83.5,,,116.6,1048,40,25.5,24.5,2.66,2.58,19.26,0.7,0,269
357467,0.993,0.945,212,14.5,13.8,21.37,13.9,1949,4,0.941,0,0,68,78,,,116.6,1048,40,27,26,2.17,2.23,18.64,0.7,0,269
357557,1.007,0.952,212,14.7,13.9,19.52,13.9,2151,4,0.94,0,0,68.5,78.5,,,116.6,1048,40,29.5,28,2.06,2,18.64,0.7,0,269
357640,1.007,0.959,212,14.7,14,18.42,13.9,2299,4,0.94,0,0,72.5,81,,,116.6,1048,40,30.5,30.5,1.97,1.89,18.02,0.7,0,269
357718,1.007,0.959,212,14.7,14,18.42,13.9,2423,4,0.94,0,0,68,77,,,116.6,1048,40,33,33,1.83,1.7,17.4,0.7,0,269
357800,0.979,0.979,212,14.3,14.3,17.31,13.9,2440,4,0.94,0,0,69,77,,,116.6,1048,40,35,33,0,0,17.4,0.7,0,269
357878,1.007,0.993,212,14.7,14.5,17.31,13.9,2398,4,0.94,0,0,70.5,78,,,116.6,1048,40,34,35,0,0,16.78,0.7,0,269
357960,1.089,1.178,212,15.9,17.2,17.68,13.9,2339,4,0.94,0,0,71,79,,,116.6,1048,40,33.5,33.5,0,0,16.78,0.72,0,269
358038,1.219,1.219,212,17.8,17.8,17.68,13.9,2312,4,0.94,0,0,71.5,80,,,116.6,1048,40,33,33,0,0,16.16,0.72,0,269
358120,1.219,1.219,212,17.8,17.8,17.68,13.9,2271,4,0.94,0,0,72.5,80.5,,,116.6,1048,40,32.5,32,0,0,16.16,0.72,0,269
358210,1.219,1.219,212,17.8,17.8,17.68,13.9,2238,4,0.94,0,0,73,81.5,,,116.6,1048,40,31.5,31,0,0,16.16,0.7,0,269
358287,1.219,1.219,212,17.8,17.8,17.68,13.9,2200,4,0.94,0,0,72.5,81,,,116.6,1048,40,31,30.5,0,0,15.53,0.7,0,269
358357,1.219,1.219,212,17.8,17.8,17.68,13.9,2169,4,0.94,0,0,72,80.5,,,116.6,1048,40,30.5,30,0,0,15.53,0.7,0,269
358439,1.219,1.219,212,17.8,17.8,18.05,13.9,2135,4,0.94,0,0,71,79.5,,,116.6,1048,40,30,29.5,0,0,14.91,0.7,0,269
358521,1.219,1.219,212,17.8,17.8,18.42,13.9,2095,4,0.94,0,0,69,78.5,,,116.6,1048,40,29.5,29,0,0,14.91,0.7,0,269
358599,1.219,1.219,212,17.8,17.8,18.79,13.9,2057,4,0.94,0,0,68,77,,,116.6,1048,40,29,28.5,0,0,14.29,0.72,0.39,269
358689,1.219,1.219,212,17.8,17.8,19.89,13.9,2020,5,0.94,0,0,65,75.5,,,116.6,1048,40,28,28,0,0,14.29,0.72,0.78,269
358771,1.219,1.219,212,17.8,17.8,21.37,13.9,1986,5,0.94,0,0,66,76.5,,,116.6,1048,40,27.5,27,2.24,2.24,14.29,0.74,0.78,269
358861,1.219,1.219,212,17.8,17.8,23.22,13.9,2048,6,0.943,0,0,69.5,79.5,,,118.4,1048,40,29,27.5,2.54,2.58,14.29,0.78,1.56,269
358947,1.219,1.219,212,17.8,17.8,24.32,13.9,2042,6,0.945,0,0,70.5,82,,,116.6,1048,40,29,27.5,2.73,2.87,13.67,0.78,2.73,269
359029,1.219,1.219,212,17.8,17.8,25.06,13.9,2025,7,0.945,0,0,71.5,83,,,116.6,1048,40,28.5,27,2.82,2.8,13.67,0.8,3.13,269
359115,1.205,1.137,212,17.6,16.6,26.9,13.9,2011,7,0.946,0,0,71.5,80.5,,,116.6,1048,40,28.5,27,3.08,2.91,13.67,0.84,3.52,269
359209,1.062,0.918,212,15.5,13.4,29.86,13.9,2044,8,0.952,0,0,72.5,79,,,116.6,1048,40,29.5,27,3.29,2.93,14.29,0.86,3.91,269
359299,0.966,0.884,212,14.1,12.9,31.33,13.9,2022,8,0.953,0,0,74.5,80,,,116.6,1048,40,29,26.5,3.73,3.22,14.29,0.88,4.3,269
359377,0.986,0.911,212,14.4,13.3,32.81,13.9,2015,9,0.953,0,0,77,81,,,116.6,1048,40,29,26,3.93,3.32,14.29,0.88,4.69,269
359459,1.007,0.932,212,14.7,13.6,33.18,13.9,2025,9,0.955,0,0,78,82.5,,,116.6,1048,40,29,26.5,4.04,3.5,14.29,0.9,4.69,269
359541,1.068,0.938,212,15.6,13.7,33.18,13.9,2066,9,0.955,0,0,78.5,85.5,,,116.6,1048,40,29.5,27,4.03,3.48,14.29,0.9,4.69,269
359619,0.993,0.904,212,14.5,13.2,32.81,13.9,2102,9,0.955,0,0,79,86.5,,,114.8,1048,40,30.5,27.5,3.93,3.44,14.91,0.9,4.69,269
359702,0.993,0.904,212,14.5,13.2,32.81,13.9,2076,9,0.955,0,0,78.5,85.5,,,114.8,1048,40,30,27,3.88,3.38,14.91,0.9,5.08,269
359779,0.979,0.904,212,14.3,13.2,32.81,13.9,2092,9,0.955,0,0,79,86,,,114.8,1048,40,30,27.5,3.92,3.46,14.91,0.92,5.08,269
359861,0.993,0.911,212,14.5,13.3,33.18,13.9,2128,9,0.955,0,0,79.5,87.5,,,114.8,1048,40,31,28,4,3.54,14.91,0.92,5.08,269
359939,0.993,0.904,212,14.5,13.2,32.81,13.9,2162,10,0.955,0,0,80,88.5,,,114.8,1048,40,31.5,28.5,3.95,3.48,14.91,0.92,5.47,269
360017,0.986,0.884,212,14.4,12.9,33.92,13.9,2175,10,0.957,0,0,80.5,90,,,113,1048,40,31.5,28.5,4.04,3.7,14.91,0.94,6.25,269
360099,0.979,0.897,212,14.3,13.1,36.13,13.9,2180,11,0.958,0,0,84,93.5,,,113,1048,40,31.5,28.5,4.87,4.24,15.53,0.98,6.64,269
360189,0.993,0.904,212,14.5,13.2,36.5,13.9,2220,11,0.958,0,0,84.5,94,,,113,1048,40,32,29,4.76,4.21,15.53,0.98,6.64,269
360271,0.973,0.877,212,14.2,12.8,36.5,13.9,2232,11,0.958,0,0,84.5,94.5,,,113,1048,40,32.5,29,4.71,4.14,15.53,0.98,6.64,269
360361,0.959,0.849,212,14,12.4,36.5,13.9,2280,11,0.958,0,0,85,95.5,,,113,1048,40,33,30,4.69,4.12,16.16,0.98,6.64,269
360439,0.938,0.849,212,13.7,12.4,36.13,13.9,2324,11,0.958,0,0,85.5,97,,,111.2,1048,40,33.5,31.5,4.67,4.14,16.16,1,7.03,269
360521,0.925,0.842,212,13.5,12.3,37.24,13.9,2344,11,0.958,0,0,86.5,98,,,111.2,1048,40,34,32,4.93,4.3,16.78,1,7.03,269
360611,0.925,0.849,212,13.5,12.4,36.87,13.9,2376,11,0.958,0,0,87.5,99,,,111.2,1048,40,34.5,33.5,4.94,4.35,16.78,1,7.42,269
360689,0.904,0.836,212,13.2,12.2,36.87,13.9,2388,11,0.958,0,0,87.5,99.5,,,109.4,1048,40,34.5,34,4.86,4.3,16.78,1,7.42,269
360771,0.89,0.829,212,13,12.1,36.13,13.9,2437,11,0.958,0,0,88,100,,,109.4,1048,40,35,35.5,4.77,4.24,16.78,1.02,7.42,269
360848,0.897,0.829,212,13.1,12.1,35.76,13.9,2465,11,0.958,0,0,88.5,101,,,109.4,1048,40,35.5,36.5,4.79,4.3,17.4,1,7.42,269
360930,0.884,0.822,212,12.9,12,35.76,13.9,2480,11,0.958,0,0,89,101.5,,,107.6,1048,40,36,37,4.81,4.29,17.4,1,7.42,269
361008,0.877,0.808,212,12.8,11.8,36.13,13.9,2511,12,0.958,0,0,89.5,102.5,,,107.6,1048,40,36.5,38,4.93,4.37,17.4,1.02,7.81,269
361078,0.863,0.801,212,12.6,11.7,36.87,13.9,2546,12,0.958,0,0,91,104,,,107.6,1048,40,37,38.5,5.08,4.5,18.02,1.04,8.2,269
361152,0.856,0.808,212,12.5,11.8,37.97,13.9,2578,12,0.958,0,0,92.5,105.5,,,105.8,1048,40,38,39,5.41,4.68,18.02,1.04,8.59,269
